"Tweet Text Cleaned:","Search Term:","getCreatedAt:","getUserLocation:","getUser:","USER.getScreenName:","USER.getDescription:","USER.getFollowersCount:","USER.getFriendsCount:","USER.getId:","USER.getLang:","USER.getLocation:","USER.getName:","USER.getStatus:","USER.getTimeZone:","USER.isGeoEnabled:","getPlace:","getGeoLocation:","getId:","getContributors:","getCurrentUserRetweetId:","getRetweetCount:","getRetweetedStatus:","getSource:","isFavorited:","User Language:"
"RT @CDCgov: Vaccines work with your baby’s immune system to provide immunity against diseases. Learn how here: http://t.co/WWwaYmHOLV","CDC Vaccine","Wed Apr 30 18:46:14 EDT 2014","Ici","UserJSONImpl{id=956649966, name='Diana Gerardi', screenName='dianamgerardi', location='Ici', description='Tweeting and retweeting about pediatric psychiatry, neurology, and internal medicine. Also current events and fashion!', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/445001170201747456/FFMzlSal_normal.png', profileImageUrlHttps='https://pbs.twimg.com/profile_images/445001170201747456/FFMzlSal_normal.png', url='null', isProtected=false, followersCount=54, status=null, profileBackgroundColor='EDECE9', profileTextColor='634047', profileLinkColor='390980', profileSidebarFillColor='E3E2DE', profileSidebarBorderColor='D3D2CF', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=200, createdAt=Sun Nov 18 22:14:49 EST 2012, favouritesCount=20, utcOffset=-14400, timeZone='Eastern Time (US & Canada)', profileBackgroundImageUrl='http://abs.twimg.com/images/themes/theme3/bg.gif', profileBackgroundImageUrlHttps='https://abs.twimg.com/images/themes/theme3/bg.gif', profileBackgroundTiled=false, lang='en', statusesCount=87, isGeoEnabled=false, isVerified=false, translator=false, listedCount=1, isFollowRequestSent=false}","dianamgerardi","Tweeting and retweeting about pediatric psychiatry, neurology, and internal medicine. Also current events and fashion!","54","200","956649966","en","Ici","Diana Gerardi","null","Eastern Time (US & Canada)","false","null","null","461637679273504768","[J@217f242c","-1","32","StatusJSONImpl{createdAt=Wed Apr 30 13:19:04 EDT 2014, id=461555345832566784, text='Vaccines work with your baby’s immune system to provide immunity against diseases. Learn how here: http://t.co/WWwaYmHOLV', source='web', isTruncated=false, inReplyToStatusId=-1, inReplyToUserId=-1, isFavorited=false, isRetweeted=false, favoriteCount=6, inReplyToScreenName='null', geoLocation=null, place=null, retweetCount=32, isPossiblySensitive=false, isoLanguageCode='en', lang='en', contributorsIDs=[], retweetedStatus=null, userMentionEntities=[], urlEntities=[URLEntityJSONImpl{url='http://t.co/WWwaYmHOLV', expandedURL='http://1.usa.gov/1ru1RKk#CDCvax', displayURL='1.usa.gov/1ru1RKk#CDCvax'}], hashtagEntities=[], mediaEntities=[], symbolEntities=[], currentUserRetweetId=-1, user=UserJSONImpl{id=146569971, name='CDC', screenName='CDCgov', location='Atlanta, GA', description='CDC's official Twitter source for daily credible health & safety updates f/ Centers for Disease Control & Prevention. Privacy policy http://t.co/nTOTJDCRyO', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/447192716221218818/AJ__Nd3C_normal.png', profileImageUrlHttps='https://pbs.twimg.com/profile_images/447192716221218818/AJ__Nd3C_normal.png', url='http://t.co/5a7cTu2vly', isProtected=false, followersCount=292729, status=null, profileBackgroundColor='C0DEED', profileTextColor='333333', profileLinkColor='0084B4', profileSidebarFillColor='DDEEF6', profileSidebarBorderColor='FFFFFF', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=238, createdAt=Fri May 21 15:40:40 EDT 2010, favouritesCount=13, utcOffset=-14400, timeZone='Eastern Time (US & Canada)', profileBackgroundImageUrl='http://pbs.twimg.com/profile_background_images/703525704/4ffb919c21e697be1d3a25d778705577.jpeg', profileBackgroundImageUrlHttps='https://pbs.twimg.com/profile_background_images/703525704/4ffb919c21e697be1d3a25d778705577.jpeg', profileBackgroundTiled=false, lang='en', statusesCount=9130, isGeoEnabled=false, isVerified=true, translator=false, listedCount=5774, isFollowRequestSent=false}}","<a href=http://twitter.com/download/iphone rel=nofollow>Twitter for iPhone</a>","false","en"
"@BillGates my predication that we will be never able to eradicate polio (vaccine can reduce it only) in coming 30 years. #who #cdc #unicef","CDC Vaccine","Wed Apr 30 18:36:36 EDT 2014","","UserJSONImpl{id=359328460, name='genenano', screenName='genenano', location='', description='promoting peace in the world from Germany. looking for people, who are interested to develop a new model for peaceful world.', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/1610695149/peace4_normal.PNG', profileImageUrlHttps='https://pbs.twimg.com/profile_images/1610695149/peace4_normal.PNG', url='null', isProtected=false, followersCount=240, status=null, profileBackgroundColor='C0DEED', profileTextColor='333333', profileLinkColor='0084B4', profileSidebarFillColor='DDEEF6', profileSidebarBorderColor='C0DEED', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=647, createdAt=Sun Aug 21 07:44:19 EDT 2011, favouritesCount=45, utcOffset=-1, timeZone='null', profileBackgroundImageUrl='http://abs.twimg.com/images/themes/theme1/bg.png', profileBackgroundImageUrlHttps='https://abs.twimg.com/images/themes/theme1/bg.png', profileBackgroundTiled=false, lang='de', statusesCount=18638, isGeoEnabled=false, isVerified=false, translator=false, listedCount=11, isFollowRequestSent=false}","genenano","promoting peace in the world from Germany. looking for people, who are interested to develop a new model for peaceful world.","240","647","359328460","de","","genenano","null","null","false","null","null","461635254898683905","[J@221fd5e2","-1","0","null","web","false","de"
"RT @TannersDad: http://t.co/w8HuaBPSXw questions #CDCVax #Autism Vaccines #SIDS immunization week #Parents #Shots #Jabs #Health #CDC","CDC Vaccine","Wed Apr 30 18:26:03 EDT 2014","#JUSTICE4AvonteOquendo","UserJSONImpl{id=946509404, name='Braids&Glasses ', screenName='braidsnglasses', location='#JUSTICE4AvonteOquendo', description='Autism Advocate • Pre-Med Student • Blogger • Day-Dreamer • Occasional Fangirl • Wearer of Braids & Glasses • I Drink Coffee from Tea Cups @RamelMedia', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/458657332348477440/WWYDyk0a_normal.jpeg', profileImageUrlHttps='https://pbs.twimg.com/profile_images/458657332348477440/WWYDyk0a_normal.jpeg', url='http://t.co/7JCJ0rpxwL', isProtected=false, followersCount=341, status=null, profileBackgroundColor='098066', profileTextColor='333333', profileLinkColor='2377F5', profileSidebarFillColor='DDEEF6', profileSidebarBorderColor='000000', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=917, createdAt=Tue Nov 13 15:59:57 EST 2012, favouritesCount=5478, utcOffset=-14400, timeZone='Eastern Time (US & Canada)', profileBackgroundImageUrl='http://pbs.twimg.com/profile_background_images/460951382040649728/3BcH8GIm.jpeg', profileBackgroundImageUrlHttps='https://pbs.twimg.com/profile_background_images/460951382040649728/3BcH8GIm.jpeg', profileBackgroundTiled=true, lang='en', statusesCount=10827, isGeoEnabled=false, isVerified=false, translator=false, listedCount=11, isFollowRequestSent=false}","braidsnglasses","Autism Advocate • Pre-Med Student • Blogger • Day-Dreamer • Occasional Fangirl • Wearer of Braids & Glasses • I Drink Coffee from Tea Cups @RamelMedia","341","917","946509404","en","#JUSTICE4AvonteOquendo","Braids&Glasses ","null","Eastern Time (US & Canada)","false","null","null","461632602370088960","[J@5812f9ee","-1","1","StatusJSONImpl{createdAt=Wed Apr 30 18:14:19 EDT 2014, id=461629649022222336, text='http://t.co/w8HuaBPSXw questions #CDCVax #Autism Vaccines #SIDS immunization week #Parents #Shots #Jabs #Health #CDC', source='<a href=http://twitter.com/tweetbutton rel=nofollow>Tweet Button</a>', isTruncated=false, inReplyToStatusId=-1, inReplyToUserId=-1, isFavorited=false, isRetweeted=false, favoriteCount=1, inReplyToScreenName='null', geoLocation=null, place=null, retweetCount=1, isPossiblySensitive=false, isoLanguageCode='en', lang='en', contributorsIDs=[], retweetedStatus=null, userMentionEntities=[], urlEntities=[URLEntityJSONImpl{url='http://t.co/w8HuaBPSXw', expandedURL='http://www.ageofautism.com/2014/04/tanners-dad-20-reasons-i-question-vaccine-safety.html', displayURL='ageofautism.com/2014/04/tanner…'}], hashtagEntities=[HashtagEntityJSONImpl{text='CDCVax'}, HashtagEntityJSONImpl{text='Autism'}, HashtagEntityJSONImpl{text='SIDS'}, HashtagEntityJSONImpl{text='Parents'}, HashtagEntityJSONImpl{text='Shots'}, HashtagEntityJSONImpl{text='Jabs'}, HashtagEntityJSONImpl{text='Health'}, HashtagEntityJSONImpl{text='CDC'}], mediaEntities=[], symbolEntities=[], currentUserRetweetId=-1, user=UserJSONImpl{id=16854311, name='TannersDad Tim', screenName='TannersDad', location='Catlin, IL', description='One of the most Influential and Active Parent Advocates for families dealing w Autism & Health Issues. World Citizen. ASPIE view from a Bean Field Down State IL', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/2616111502/1CE120A6-C00D-453A-BECC-56E4C25721FF_normal', profileImageUrlHttps='https://pbs.twimg.com/profile_images/2616111502/1CE120A6-C00D-453A-BECC-56E4C25721FF_normal', url='http://t.co/pR66jQ8xi9', isProtected=false, followersCount=14209, status=null, profileBackgroundColor='022330', profileTextColor='FF0F0F', profileLinkColor='0E4A08', profileSidebarFillColor='C0DFEC', profileSidebarBorderColor='A8C7F7', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=15484, createdAt=Sun Oct 19 14:44:28 EDT 2008, favouritesCount=2848, utcOffset=-18000, timeZone='Central Time (US & Canada)', profileBackgroundImageUrl='http://pbs.twimg.com/profile_background_images/433731617/TannerandTim.png', profileBackgroundImageUrlHttps='https://pbs.twimg.com/profile_background_images/433731617/TannerandTim.png', profileBackgroundTiled=true, lang='en', statusesCount=127441, isGeoEnabled=false, isVerified=false, translator=false, listedCount=777, isFollowRequestSent=false}}","web","false","en"
"http://t.co/w8HuaBPSXw questions #CDCVax #Autism Vaccines #SIDS immunization week #Parents #Shots #Jabs #Health #CDC","CDC Vaccine","Wed Apr 30 18:14:19 EDT 2014","Catlin, IL","UserJSONImpl{id=16854311, name='TannersDad Tim', screenName='TannersDad', location='Catlin, IL', description='One of the most Influential and Active Parent Advocates for families dealing w Autism & Health Issues. World Citizen. ASPIE view from a Bean Field Down State IL', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/2616111502/1CE120A6-C00D-453A-BECC-56E4C25721FF_normal', profileImageUrlHttps='https://pbs.twimg.com/profile_images/2616111502/1CE120A6-C00D-453A-BECC-56E4C25721FF_normal', url='http://t.co/pR66jQ8xi9', isProtected=false, followersCount=14209, status=null, profileBackgroundColor='022330', profileTextColor='FF0F0F', profileLinkColor='0E4A08', profileSidebarFillColor='C0DFEC', profileSidebarBorderColor='A8C7F7', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=15484, createdAt=Sun Oct 19 14:44:28 EDT 2008, favouritesCount=2848, utcOffset=-18000, timeZone='Central Time (US & Canada)', profileBackgroundImageUrl='http://pbs.twimg.com/profile_background_images/433731617/TannerandTim.png', profileBackgroundImageUrlHttps='https://pbs.twimg.com/profile_background_images/433731617/TannerandTim.png', profileBackgroundTiled=true, lang='en', statusesCount=127441, isGeoEnabled=false, isVerified=false, translator=false, listedCount=777, isFollowRequestSent=false}","TannersDad","One of the most Influential and Active Parent Advocates for families dealing w Autism & Health Issues. World Citizen. ASPIE view from a Bean Field Down State IL","14209","15484","16854311","en","Catlin, IL","TannersDad Tim","null","Central Time (US & Canada)","false","null","null","461629649022222336","[J@45d6a56e","-1","1","null","<a href=http://twitter.com/tweetbutton rel=nofollow>Tweet Button</a>","false","en"
"RT @CDCgov: Vaccines work with your baby’s immune system to provide immunity against diseases. Learn how here: http://t.co/WWwaYmHOLV","CDC Vaccine","Wed Apr 30 18:13:55 EDT 2014","Jonesboro, AR","UserJSONImpl{id=139248448, name='Sara Williams', screenName='sewilliams2004', location='Jonesboro, AR', description='Imperfect child of a perfect God.', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/452591797055660033/Q8R6lTcj_normal.jpeg', profileImageUrlHttps='https://pbs.twimg.com/profile_images/452591797055660033/Q8R6lTcj_normal.jpeg', url='null', isProtected=false, followersCount=83, status=null, profileBackgroundColor='352726', profileTextColor='3E4415', profileLinkColor='D02B55', profileSidebarFillColor='99CC33', profileSidebarBorderColor='829D5E', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=298, createdAt=Sat May 01 21:30:19 EDT 2010, favouritesCount=284, utcOffset=-18000, timeZone='Central Time (US & Canada)', profileBackgroundImageUrl='http://abs.twimg.com/images/themes/theme5/bg.gif', profileBackgroundImageUrlHttps='https://abs.twimg.com/images/themes/theme5/bg.gif', profileBackgroundTiled=false, lang='en', statusesCount=3354, isGeoEnabled=false, isVerified=false, translator=false, listedCount=2, isFollowRequestSent=false}","sewilliams2004","Imperfect child of a perfect God.","83","298","139248448","en","Jonesboro, AR","Sara Williams","null","Central Time (US & Canada)","false","null","null","461629549495599105","[J@f06fc94","-1","32","StatusJSONImpl{createdAt=Wed Apr 30 13:19:04 EDT 2014, id=461555345832566784, text='Vaccines work with your baby’s immune system to provide immunity against diseases. Learn how here: http://t.co/WWwaYmHOLV', source='web', isTruncated=false, inReplyToStatusId=-1, inReplyToUserId=-1, isFavorited=false, isRetweeted=false, favoriteCount=6, inReplyToScreenName='null', geoLocation=null, place=null, retweetCount=32, isPossiblySensitive=false, isoLanguageCode='en', lang='en', contributorsIDs=[], retweetedStatus=null, userMentionEntities=[], urlEntities=[URLEntityJSONImpl{url='http://t.co/WWwaYmHOLV', expandedURL='http://1.usa.gov/1ru1RKk#CDCvax', displayURL='1.usa.gov/1ru1RKk#CDCvax'}], hashtagEntities=[], mediaEntities=[], symbolEntities=[], currentUserRetweetId=-1, user=UserJSONImpl{id=146569971, name='CDC', screenName='CDCgov', location='Atlanta, GA', description='CDC's official Twitter source for daily credible health & safety updates f/ Centers for Disease Control & Prevention. Privacy policy http://t.co/nTOTJDCRyO', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/447192716221218818/AJ__Nd3C_normal.png', profileImageUrlHttps='https://pbs.twimg.com/profile_images/447192716221218818/AJ__Nd3C_normal.png', url='http://t.co/5a7cTu2vly', isProtected=false, followersCount=292729, status=null, profileBackgroundColor='C0DEED', profileTextColor='333333', profileLinkColor='0084B4', profileSidebarFillColor='DDEEF6', profileSidebarBorderColor='FFFFFF', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=238, createdAt=Fri May 21 15:40:40 EDT 2010, favouritesCount=13, utcOffset=-14400, timeZone='Eastern Time (US & Canada)', profileBackgroundImageUrl='http://pbs.twimg.com/profile_background_images/703525704/4ffb919c21e697be1d3a25d778705577.jpeg', profileBackgroundImageUrlHttps='https://pbs.twimg.com/profile_background_images/703525704/4ffb919c21e697be1d3a25d778705577.jpeg', profileBackgroundTiled=false, lang='en', statusesCount=9130, isGeoEnabled=false, isVerified=true, translator=false, listedCount=5774, isFollowRequestSent=false}}","<a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>","false","en"
"@GingerTaylor @dlynnmarie78 How many deaths has pertussis vaccine saved? Very many: http://t.co/k2UUf9yN5t #CDCvax","CDC Vaccine","Wed Apr 30 18:10:54 EDT 2014","Reading, UK","UserJSONImpl{id=243662400, name='Guy Chapman', screenName='SceptiGuy', location='Reading, UK', description='Skeptic, quackbuster, argumentative sod, railway modeller, @BromptonBicycle owner, married 25 years, dad to two great lads.', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/437042395109019648/yoEKcyql_normal.png', profileImageUrlHttps='https://pbs.twimg.com/profile_images/437042395109019648/yoEKcyql_normal.png', url='http://t.co/b6qURHdu70', isProtected=false, followersCount=1199, status=null, profileBackgroundColor='C0DEED', profileTextColor='333333', profileLinkColor='0084B4', profileSidebarFillColor='DDEEF6', profileSidebarBorderColor='C0DEED', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=377, createdAt=Thu Jan 27 10:02:29 EST 2011, favouritesCount=62, utcOffset=3600, timeZone='London', profileBackgroundImageUrl='http://abs.twimg.com/images/themes/theme1/bg.png', profileBackgroundImageUrlHttps='https://abs.twimg.com/images/themes/theme1/bg.png', profileBackgroundTiled=false, lang='en', statusesCount=33435, isGeoEnabled=false, isVerified=false, translator=false, listedCount=65, isFollowRequestSent=false}","SceptiGuy","Skeptic, quackbuster, argumentative sod, railway modeller, @BromptonBicycle owner, married 25 years, dad to two great lads.","1199","377","243662400","en","Reading, UK","Guy Chapman","null","London","false","null","null","461628787802001408","[J@13b06041","-1","0","null","<a href=https://about.twitter.com/products/tweetdeck rel=nofollow>TweetDeck</a>","false","en"
"@EmilKarlsson @GhantousJean vaccine schedule is not been tested. Never a true blind safety study done by the CDC #CDCvax","CDC Vaccine","Wed Apr 30 18:05:36 EDT 2014","Seminole, FL","UserJSONImpl{id=910377870, name='Eben Plettner', screenName='EbenPlettner', location='Seminole, FL', description='', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/2828652625/c21088d48565867577be641983fa668b_normal.jpeg', profileImageUrlHttps='https://pbs.twimg.com/profile_images/2828652625/c21088d48565867577be641983fa668b_normal.jpeg', url='https://t.co/SMN41s2o', isProtected=false, followersCount=29, status=null, profileBackgroundColor='C0DEED', profileTextColor='333333', profileLinkColor='0084B4', profileSidebarFillColor='DDEEF6', profileSidebarBorderColor='C0DEED', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=55, createdAt=Sun Oct 28 10:12:13 EDT 2012, favouritesCount=33, utcOffset=-1, timeZone='null', profileBackgroundImageUrl='http://abs.twimg.com/images/themes/theme1/bg.png', profileBackgroundImageUrlHttps='https://abs.twimg.com/images/themes/theme1/bg.png', profileBackgroundTiled=false, lang='en', statusesCount=212, isGeoEnabled=false, isVerified=false, translator=false, listedCount=0, isFollowRequestSent=false}","EbenPlettner","","29","55","910377870","en","Seminole, FL","Eben Plettner","null","null","false","null","null","461627455976259584","[J@207f5580","-1","0","null","<a href=http://twitter.com/download/iphone rel=nofollow>Twitter for iPhone</a>","false","en"
"RT @NCPublicHealth: Quickly see when your child needs each vaccine with CDC’s #parent friendly immunization schedule-http://t.co/HeBstAqNx4…","CDC Vaccine","Wed Apr 30 17:51:30 EDT 2014","203 W. 29th St. Lumberton, NC","UserJSONImpl{id=365657907, name='Robeson Pediatrics', screenName='Robesonpeds', location='203 W. 29th St. Lumberton, NC', description='', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/3733626892/06f859c2c98a5db05a1a5f73a1e6d612_normal.jpeg', profileImageUrlHttps='https://pbs.twimg.com/profile_images/3733626892/06f859c2c98a5db05a1a5f73a1e6d612_normal.jpeg', url='http://t.co/SjgJtx6qoF', isProtected=false, followersCount=17, status=null, profileBackgroundColor='C0DEED', profileTextColor='333333', profileLinkColor='0084B4', profileSidebarFillColor='DDEEF6', profileSidebarBorderColor='C0DEED', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=28, createdAt=Wed Aug 31 16:17:39 EDT 2011, favouritesCount=1, utcOffset=-14400, timeZone='Eastern Time (US & Canada)', profileBackgroundImageUrl='http://abs.twimg.com/images/themes/theme1/bg.png', profileBackgroundImageUrlHttps='https://abs.twimg.com/images/themes/theme1/bg.png', profileBackgroundTiled=false, lang='en', statusesCount=179, isGeoEnabled=false, isVerified=false, translator=false, listedCount=0, isFollowRequestSent=false}","Robesonpeds","","17","28","365657907","en","203 W. 29th St. Lumberton, NC","Robeson Pediatrics","null","Eastern Time (US & Canada)","false","null","null","461623906768809984","[J@7c6572b","-1","3","StatusJSONImpl{createdAt=Wed Apr 30 16:45:26 EDT 2014, id=461607279297855490, text='Quickly see when your child needs each vaccine with CDC’s #parent friendly immunization schedule-http://t.co/HeBstAqNx4 #NIIW', source='<a href=http://www.hootsuite.com rel=nofollow>HootSuite</a>', isTruncated=false, inReplyToStatusId=-1, inReplyToUserId=-1, isFavorited=false, isRetweeted=false, favoriteCount=0, inReplyToScreenName='null', geoLocation=null, place=null, retweetCount=3, isPossiblySensitive=false, isoLanguageCode='en', lang='en', contributorsIDs=[], retweetedStatus=null, userMentionEntities=[], urlEntities=[URLEntityJSONImpl{url='http://t.co/HeBstAqNx4', expandedURL='http://ow.ly/wiRvZ', displayURL='ow.ly/wiRvZ'}], hashtagEntities=[HashtagEntityJSONImpl{text='parent'}, HashtagEntityJSONImpl{text='NIIW'}], mediaEntities=[], symbolEntities=[], currentUserRetweetId=-1, user=UserJSONImpl{id=730812302, name='NC DPH', screenName='NCPublicHealth', location='Raleigh, NC', description='The official account of the North Carolina Division of Public Health in the NC Department of Health & Human Services. All content is under NC Public Record law.', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/2463031484/4xg47ecy878ftdoxapex_normal.jpeg', profileImageUrlHttps='https://pbs.twimg.com/profile_images/2463031484/4xg47ecy878ftdoxapex_normal.jpeg', url='http://t.co/BNgkwL7Ecd', isProtected=false, followersCount=1366, status=null, profileBackgroundColor='C0DEED', profileTextColor='333333', profileLinkColor='0084B4', profileSidebarFillColor='DDEEF6', profileSidebarBorderColor='C0DEED', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=258, createdAt=Wed Aug 01 10:44:33 EDT 2012, favouritesCount=435, utcOffset=-14400, timeZone='Eastern Time (US & Canada)', profileBackgroundImageUrl='http://abs.twimg.com/images/themes/theme1/bg.png', profileBackgroundImageUrlHttps='https://abs.twimg.com/images/themes/theme1/bg.png', profileBackgroundTiled=false, lang='en', statusesCount=2669, isGeoEnabled=false, isVerified=false, translator=false, listedCount=49, isFollowRequestSent=false}}","<a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>","false","en"
"@VaccineXchange not really. extensively tested, carefully monitored. http://t.co/VwUPgsm8gg","CDC Vaccine","Wed Apr 30 17:41:41 EDT 2014","Bay Area, CA","UserJSONImpl{id=54886540, name='Dorit Reiss', screenName='doritmi', location='Bay Area, CA', description='', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/378800000478612874/fa5b85495ccb15fa77d61c4b5b02f288_normal.jpeg', profileImageUrlHttps='https://pbs.twimg.com/profile_images/378800000478612874/fa5b85495ccb15fa77d61c4b5b02f288_normal.jpeg', url='http://t.co/5zyJOfX5EV', isProtected=false, followersCount=188, status=null, profileBackgroundColor='C0DEED', profileTextColor='333333', profileLinkColor='0084B4', profileSidebarFillColor='DDEEF6', profileSidebarBorderColor='C0DEED', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=148, createdAt=Wed Jul 08 08:55:57 EDT 2009, favouritesCount=663, utcOffset=-25200, timeZone='Pacific Time (US & Canada)', profileBackgroundImageUrl='http://abs.twimg.com/images/themes/theme1/bg.png', profileBackgroundImageUrlHttps='https://abs.twimg.com/images/themes/theme1/bg.png', profileBackgroundTiled=false, lang='en', statusesCount=2039, isGeoEnabled=false, isVerified=false, translator=false, listedCount=9, isFollowRequestSent=false}","doritmi","","188","148","54886540","en","Bay Area, CA","Dorit Reiss","null","Pacific Time (US & Canada)","false","null","null","461621434050019328","[J@6e84cc09","-1","0","null","web","false","en"
"RT @VaccineXchange: So the CDC has a vaccine Twitter party on the last day of Autism Awareness Month...hmmmm #CDCvax","CDC Vaccine","Wed Apr 30 17:30:27 EDT 2014","Everywhere!","UserJSONImpl{id=174046229, name='1st Amendment spoken', screenName='inkabinkabonk', location='Everywhere!', description='True American! Ex-military,law enforcement! OTR driver! Hates progressives/liberals&Allah ! No PC!', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/443422473942343680/_scXRVEb_normal.jpeg', profileImageUrlHttps='https://pbs.twimg.com/profile_images/443422473942343680/_scXRVEb_normal.jpeg', url='null', isProtected=false, followersCount=5610, status=null, profileBackgroundColor='C0DEED', profileTextColor='333333', profileLinkColor='0084B4', profileSidebarFillColor='DDEEF6', profileSidebarBorderColor='C0DEED', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=5846, createdAt=Mon Aug 02 20:06:23 EDT 2010, favouritesCount=43211, utcOffset=-1, timeZone='null', profileBackgroundImageUrl='http://abs.twimg.com/images/themes/theme1/bg.png', profileBackgroundImageUrlHttps='https://abs.twimg.com/images/themes/theme1/bg.png', profileBackgroundTiled=false, lang='en', statusesCount=84417, isGeoEnabled=true, isVerified=false, translator=false, listedCount=212, isFollowRequestSent=false}","inkabinkabonk","True American! Ex-military,law enforcement! OTR driver! Hates progressives/liberals&Allah ! No PC!","5610","5846","174046229","en","Everywhere!","1st Amendment spoken","null","null","true","null","null","461618609052057600","[J@506f9b8e","-1","1","StatusJSONImpl{createdAt=Wed Apr 30 17:23:23 EDT 2014, id=461616828864016385, text='So the CDC has a vaccine Twitter party on the last day of Autism Awareness Month...hmmmm #CDCvax', source='web', isTruncated=false, inReplyToStatusId=-1, inReplyToUserId=-1, isFavorited=false, isRetweeted=false, favoriteCount=1, inReplyToScreenName='null', geoLocation=null, place=null, retweetCount=1, isPossiblySensitive=false, isoLanguageCode='en', lang='en', contributorsIDs=[], retweetedStatus=null, userMentionEntities=[], urlEntities=[], hashtagEntities=[HashtagEntityJSONImpl{text='CDCvax'}], mediaEntities=[], symbolEntities=[], currentUserRetweetId=-1, user=UserJSONImpl{id=299748809, name='The Vaccine Xchange', screenName='VaccineXchange', location='', description='The Vaccine Xchange is a place where people interested in vaccine safety can come and share their stories, find answers, and read the latest scientific studies.', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/1357686976/Twitpic_normal.png', profileImageUrlHttps='https://pbs.twimg.com/profile_images/1357686976/Twitpic_normal.png', url='http://t.co/k7oo2IeMmL', isProtected=false, followersCount=4361, status=null, profileBackgroundColor='C0DEED', profileTextColor='333333', profileLinkColor='0084B4', profileSidebarFillColor='DDEEF6', profileSidebarBorderColor='C0DEED', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=4658, createdAt=Mon May 16 12:29:29 EDT 2011, favouritesCount=172, utcOffset=-18000, timeZone='Quito', profileBackgroundImageUrl='http://pbs.twimg.com/profile_background_images/257612674/twitterbkgnd.png', profileBackgroundImageUrlHttps='https://pbs.twimg.com/profile_background_images/257612674/twitterbkgnd.png', profileBackgroundTiled=false, lang='en', statusesCount=12516, isGeoEnabled=false, isVerified=false, translator=false, listedCount=63, isFollowRequestSent=false}}","<a href=http://twitter.com/download/iphone rel=nofollow>Twitter for iPhone</a>","false","en"
"CDC doesn't study vaccine carcinogenic effect, bc they don't think it causes cancer.n#lol #nonsense #CDCvax","CDC Vaccine","Wed Apr 30 17:25:19 EDT 2014","","UserJSONImpl{id=2207835641, name='Ginger Landry Lee', screenName='landry_lee', location='', description='', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/461584993127391232/v4G6fIJK_normal.jpeg', profileImageUrlHttps='https://pbs.twimg.com/profile_images/461584993127391232/v4G6fIJK_normal.jpeg', url='null', isProtected=false, followersCount=18, status=null, profileBackgroundColor='C0DEED', profileTextColor='333333', profileLinkColor='0084B4', profileSidebarFillColor='DDEEF6', profileSidebarBorderColor='C0DEED', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=111, createdAt=Wed Dec 04 14:59:11 EST 2013, favouritesCount=170, utcOffset=-1, timeZone='null', profileBackgroundImageUrl='http://abs.twimg.com/images/themes/theme1/bg.png', profileBackgroundImageUrlHttps='https://abs.twimg.com/images/themes/theme1/bg.png', profileBackgroundTiled=false, lang='en', statusesCount=126, isGeoEnabled=false, isVerified=false, translator=false, listedCount=0, isFollowRequestSent=false}","landry_lee","","18","111","2207835641","en","","Ginger Landry Lee","null","null","false","null","null","461617315260289024","[J@4f4db0e3","-1","0","null","<a href=http://twitter.com/download/iphone rel=nofollow>Twitter for iPhone</a>","false","en"
